,Word,Times_Used
4593,@ryanegraney:,1
4592,"https://t.co/k1aw88vs9h
https://t.co/iiqgwaarv3",1
4591,https://t.co/fwd8o8o7es,1
4590,tarmac,1
4589,stomach.,1
4588,https://t.co/nzdjbgnvrx,1
4587,this—you’re,1
4586,https://t.co/yuowqg6y12,1
4585,https://t.co/vedjknt4jh,1
4584,“#senddonaldtospace”,1
4583,colin,1
4582,"donald.
https://t.co/yrnhmfhiwh",1
4581,group.,1
4580,https://t.co/6t8qv2hcbl,1
4579,https://t.co/x1rpvn3tpx,1
4578,https://t.co/oyqige0snw,1
4577,https://t.co/7wimmvecqu,1
4576,struggling...his,1
4575,https://t.co/i4gpai0kly,1
4574,"""house",1
4573,brother,1
4572,"determination,",1
4571,policeman,1
4570,hour,1
4569,https://t.co/itct1d3t3f,1
4568,@smrtgrls:,1
4567,"winning,",1
4566,–@drbiden,1
4565,that…,1
4564,https://t.co/c6x7yq9cqb,1
4563,ticket—and,1
4562,sifuentes,1
4561,alternative:,1
4560,https://t.co/qtcwwkraf9,1
4559,"whatsoever.""",1
4558,—@salmahayek,1
4557,"dnc.
https://t.co/ewjr9oxwed",1
4556,https://t.co/qsficvsefo,1
4555,https://t.co/smlhiuxvyx,1
4554,environment,1
4553,"losses,",1
4552,reprehensible,1
4551,https://t.co/uogn3mlxvv,1
4550,splintering,1
4549,https://t.co/tswscdkiby,1
4548,"call.
https://t.co/1rjawv78cz",1
4547,wishes!,1
4546,say…everything,1
4545,https://t.co/qgvrua4rqa,1
4544,https://t.co/ouzojis937,1
4543,"strong.""",1
4542,coach,1
4541,neighbors,1
4540,backward,1
4539,yet...here,1
4538,https://t.co/mu2aspoeob,1
4537,"criminalize,",1
4536,https://t.co/ftfyayuffp,1
4535,"now.
@maryjblige",1
4534,"paper,",1
4533,last—tough,1
4532,longer,1
4531,stops,1
4530,room;,1
4529,"gravity.""",1
4528,"everywhere:

""there's",1
4527,rivals—finding,1
4526,"dark,",1
4525,in!”,1
4524,"""hillary...crushed",1
4523,"election.

we",1
4522,reconsider,1
4521,"war.""
https://t.co/ohheojic1z",1
4520,tog…,1
4519,investigations,1
4518,setting,1
4517,tin,1
4516,https://t.co/neb4qsm2yx,1
4515,https://t.co/ti3xwzrhez,1
4514,americans...feel,1
4513,pledging,1
4512,faithful,1
4511,nj,1
4510,junto,1
4509,https://t.co/gjc69j0rsr,1
4508,juntos,1
4507,https://t.co/hgrbyjbeml,1
4506,https://t.co/ek0zid99rl,1
4505,propio,1
4504,peres,1
4503,earth.,1
4502,scranton.,1
4501,“conversion,1
4500,important.”,1
4499,never...,1
4498,https://t.co/ztggmmfhqg,1
4497,https://t.co/e6kilfrtzn,1
4496,https://t.co/vjshyqpqjb,1
4495,https://t.co/q5mu7sowdq,1
4494,https://t.co/lelc6tb3nj,1
4493,https://t.co/0vi8zmxgze,1
4492,shake.”,1
4491,bargain,1
4490,"beaten,",1
4489,muster,1
4488,admiration,1
4487,(still,1
4486,donate.,1
4485,"hands,",1
4484,cost—because,1
4483,#herstory.,1
4482,"""knowing",1
4481,trivializes,1
4480,questionable,1
4479,“looks,1
4478,https://t.co/lrzrs9qmqu,1
4477,@marleematlin:,1
4476,holiday…,1
4475,denigrates,1
4474,everything.”,1
4473,"crash.

for",1
4472,https://t.co/5bvlo3rni5,1
4471,real...and,1
4470,accomplishments,1
4469,https://t.co/gfyg79bkew,1
4468,"challenges.""",1
4467,[and],1
4466,https://t.co/pvf1npgk9q,1
4465,presence,1
4464,"""colored""—then",1
4463,encuentra,1
4462,@meredeetch:,1
4461,met...but,1
4460,dinner,1
4459,https://t.co/w6mlfeeghu,1
4458,intentions,1
4457,@nra:,1
4456,"someday...""",1
4455,creed—that,1
4454,https://t.co/cnozdkxg0q,1
4453,@librarycongress:,1
4452,"voiceless.""",1
4451,"ad:
https://t.co/nxvpetmcxy",1
4450,"lady,",1
4449,involucrado,1
4448,"tuition-free,",1
4447,https://t.co/9mcjmkalqq,1
4446,"47246,",1
4445,fuego.,1
4444,division.”,1
4443,discrimina…,1
4442,in👈,1
4441,"deeper,",1
4440,embodied,1
4439,op-ed,1
4438,watching:,1
4437,goal—we'll,1
4436,https://t.co/factrusmzc,1
4435,https://t.co/dkb2cfpqbl,1
4434,https://t.co/ra9bceadht,1
4433,"substance,",1
4432,amendment's,1
4431,https://t.co/bkcsa2wipr,1
4430,@youngpwd4hrc:,1
4429,https://t.co/a6h02wdyfd,1
4428,"body.""",1
4427,(even,1
4426,5.,1
4425,51,1
4424,56,1
4423,keeps:,1
4422,54,1
4421,returns—except,1
4420,58,1
4419,causes.,1
4418,"ago:

“the",1
4417,https://t.co/mo6hkcxf8a,1
4416,https://t.co/wbb4nrbon7,1
4415,gunned,1
4414,itself.”,1
4413,https://t.co/pjsn0kxjpj,1
4412,donar,1
4411,low-income,1
4410,eloquently.,1
4409,https://t.co/pzwyd5ooxu,1
4408,https://t.co/1mhhd9zmd4,1
4407,https://t.co/qib76zfcqr,1
4406,🌈,1
4405,"nomination.
https://t.co/1yu5rplzvb",1
4404,office!,1
4403,https://t.co/rpcglurbts,1
4402,https://t.co/78aaqdwkc3,1
4401,proposes,1
4400,https://t.co/9elbm3zowp,1
4399,"afraid,",1
4398,@ellisoncampaign:,1
4397,business-to-business,1
4396,jean,1
4395,savings,1
4394,vilified,1
4393,"consensus.""",1
4392,"""quiero",1
4391,cycle,1
4390,"quote,",1
4389,"""mr.",1
4388,expense.,1
4387,"tercera...
https:…",1
4386,deflect,1
4385,milestone,1
4384,commonsense,1
4383,#beboldendhyde,1
4382,all-spanish,1
4381,"money.""",1
4380,"country.

we",1
4379,https://t.co/bckvkcuzdz,1
4378,https://t.co/nblu3tth7t,1
4377,cynicism...to,1
4376,wound,1
4375,https://t.co/hcvjlsxw0r,1
4374,suggest,1
4373,@toure:,1
4372,fact-check,1
4371,character;,1
4370,entrepreneurs:,1
4369,"otherwise.

that",1
4368,character.,1
4367,https://t.co/bxhbfls24l,1
4366,“starkest,1
4365,"positive,",1
4364,positive.,1
4363,pianos.,1
4362,“so,1
4361,https://t.co/xptg9bmbeu,1
4360,https://t.co/nufjjv0qvs,1
4359,ugliest,1
4358,inmigrantes…,1
4357,room.,1
4356,https://t.co/nkhnshxei2,1
4355,https://t.co/c5649w1ccn,1
4354,republicana,1
4353,republicano,1
4352,"women.
young",1
4351,https://t.co/sfqm2fdoar,1
4350,need...is,1
4349,"""glass",1
4348,search,1
4347,https://t.co/gjwooup0xl,1
4346,drugs,1
4345,https://t.co/dg4gqwot1c,1
4344,"chief.""",1
4343,"settlements.
payoffs.
portraits",1
4342,tenemos,1
4341,https://t.co/lghsmcewpf,1
4340,beer,1
4339,foot's,1
4338,"teacher,",1
4337,https://t.co/c6mdt4ivg5,1
4336,https://t.co/dxmfcismaz,1
4335,know...waterboarding,1
4334,https://t.co/mmyqestken,1
4333,invented:,1
4332,https://t.co/thzjgdj74e,1
4331,birtherism,1
4330,"virginia,",1
4329,legendary.,1
4328,games,1
4327,https://t.co/dbquzmsaql,1
4326,politically,1
4325,https://t.co/fc9u2cmlu8,1
4324,demostrar,1
4323,"generals.""",1
4322,parar,1
4321,"restricted?
✓women
✓immigrants
✓lgbt",1
4320,"now.""",1
4319,boss,1
4318,crimes.,1
4317,weak,1
4316,"

here’s",1
4315,"paperwork
✓",1
4314,"jersey,",1
4313,construiremos,1
4312,"ethics,",1
4311,360,1
4310,game:,1
4309,https://t.co/phnjjodmpd,1
4308,pre-existing,1
4307,finger,1
4306,"thing.
https://t.co/90wqovs9a4",1
4305,continually,1
4304,https://t.co/a0s2fjlsbj,1
4303,face.,1
4302,game.,1
4301,malaria.,1
4300,https://t.co/bgu5uxx06g,1
4299,https://t.co/ssyryr6xrg,1
4298,@potus’s,1
4297,united!”,1
4296,campaign's,1
4295,robby,1
4294,1960s,1
4293,entry-level,1
4292,(he,1
4291,habit,1
4290,vivo:,1
4289,ruins,1
4288,"budget,",1
4287,delay.,1
4286,one—no,1
4285,https://t.co/gti94abp4m,1
4284,progress:,1
4283,"about,",1
4282,price-gouging.,1
4281,about.,1
4280,report,1
4279,despite,1
4278,https://t.co/tej9atm9bs,1
4277,https://t.co/nimtaufa1t,1
4276,companies.,1
4275,about:,1
4274,criticizes,1
4273,contractors.,1
4272,shot:,1
4271,"anger,",1
4270,https://t.co/v6gbg89buk,1
4269,merger:,1
4268,@leedanielsent,1
4267,nra.,1
4266,—ann,1
4265,shot.,1
4264,"commitments""",1
4263,https://t.co/wpm1i9yevv,1
4262,estado.,1
4261,spite,1
4260,afraid.,1
4259,–michelle,1
4258,peddle,1
4257,earth,1
4256,job.”,1
4255,inspire,1
4254,"caucus,",1
4253,https://t.co/arv65fqa…,1
4252,—@senatorbarb,1
4251,https://t.co/plnhnleoqn,1
4250,reputation,1
4249,"him.

is",1
4248,"""simply",1
4247,late-night,1
4246,https://t.co/xikq1gbdlm,1
4245,https://t.co/tarfzh6ny5,1
4244,https://t.co/09cw39nhxo,1
4243,bridges?,1
4242,girl's,1
4241,10…,1
4240,"are.
that’s",1
4239,https://t.co/tbvite7osa,1
4238,presentamos,1
4237,#restorethevra.,1
4236,"$250,000.”",1
4235,upholding,1
4234,https://t.co/qsra0ejnyi,1
4233,thoroughly,1
4232,hispanic,1
4231,1969,1
4230,bidens,1
4229,founding,1
4228,"hypocrisy.""",1
4227,https://t.co/zvyuqyk36v,1
4226,https://t.co/ihdrzdqgva,1
4225,chooses...i’m,1
4224,advising,1
4223,"

#rncincle",1
4222,"rogers,",1
4221,https://t.co/txvahkn38q,1
4220,started.”,1
4219,fe…,1
4218,"before.

join",1
4217,philando's,1
4216,"smart.
everybody",1
4215,"""bad",1
4214,"“ok,",1
4213,https://t.co/5rewx7disf,1
4212,reform.”,1
4211,abandoning,1
4210,"""colored.""",1
4209,👸🏽👸🏿👸🏻👸🏾👸🏼,1
4208,https://t.co/xufclfzeli,1
4207,tool,1
4206,https://t.co/206mlwxnml,1
4205,https://t.co/txzull…,1
4204,debt.”,1
4203,@voguemagazine:,1
4202,https://t.co/u3yyu5jbhp,1
4201,behind.,1
4200,college-aged,1
4199,percentage,1
4198,👉,1
4197,tom,1
4196,lying?,1
4195,👀,1
4194,fiction,1
4193,antiques,1
4192,long-awaited,1
4191,richer.,1
4190,“trump,1
4189,weak—we’re,1
4188,immigrant:,1
4187,qumber's,1
4186,too:,1
4185,titled,1
4184,“enough,1
4183,usted!,1
4182,relations,1
4181,restrict,1
4180,"too,",1
4179,too!,1
4178,https://t.co/pnsmg4t4h4,1
4177,"today

we",1
4176,“latino,1
4175,onto,1
4174,"mexican-american,",1
4173,go:,1
4172,https://t.co/jcmy9viuij,1
4171,hopeless,1
4170,go?,1
4169,go!,1
4168,"wifi.

in",1
4167,rewards.,1
4166,love-fest,1
4165,verdadera,1
4164,jersey...we,1
4163,https://t.co/wwrx9f65o0,1
4162,arizona,1
4161,https://t.co/jbavsfconu,1
4160,gov,1
4159,newly,1
4158,"air.""",1
4157,banning,1
4156,https://t.co/49xoozkftj,1
4155,https://t.co/r4hphwxx2o,1
4154,credit—that’s,1
4153,hard…,1
4152,so…,1
4151,large,1
4150,https://t.co/a6ijyb1xci,1
4149,https://t.co/jnkttf6csb,1
4148,biles,1
4147,https://t.co/lfwjrhsoue,1
4146,a...telling,1
4145,"therapy,”",1
4144,broken.,1
4143,@realdonaldtrump:,1
4142,anywhere?!,1
4141,incidents—123,1
4140,lauer,1
4139,down…she,1
4138,“these,1
4137,steelworkers,1
4136,https://t.co/f7inc22npu,1
4135,cable,1
4134,alex,1
4133,https://t.co/jr5gulgjgu,1
4132,american’s,1
4131,https://t.co/kycfvylvb8,1
4130,history:,1
4129,terrorists:,1
4128,https://t.co/2eh8f9ihhr,1
4127,reviews—from,1
4126,pueblo,1
4125,https://t.co/b3sk5kpiq4,1
4124,pro-russia,1
4123,mistreat,1
4122,"this.
america",1
4121,imp,1
4120,buckles,1
4119,counterterrorism,1
4118,https://t.co/smlmtrvhor,1
4117,me…‘if,1
4116,hq:,1
4115,"""preserve,",1
4114,#nato,1
4113,"""tremendous",1
4112,ella...para,1
4111,#lppw2016,1
4110,https://t.co/kefmrsajvh,1
4109,flippantly,1
4108,https://t.co/2syqm2acqq,1
4107,danny,1
4106,https://t.co/t46tnfdikw,1
4105,@unclerush:,1
4104,"#rncincle
https://t.co/k0v5fdfeqq",1
4103,wouldn’t,1
4102,https://t.co/ssqkg4sxlh,1
4101,products.,1
4100,"americans?""",1
4099,cruz’s,1
4098,both!,1
4097,unfitness,1
4096,elizabeth,1
4095,both.,1
4094,that...,1
4093,#debates2016?,1
4092,https://t.co/2ajqkb8jus,1
4091,families...the,1
4090,recession—and,1
4089,https://t.co/uhw4795ma9,1
4088,"mouth,",1
4087,"community.""",1
4086,ties—and,1
4085,https://t.co/kkymeezhkp,1
4084,*any*,1
4083,matter.”,1
4082,joyous,1
4081,https://t.co/pawaq6wtoe,1
4080,"sober,",1
4079,https://t.co/k1oxo6n0cc,1
4078,experts,1
4077,col…,1
4076,indifference.',1
4075,"garner,",1
4074,https://t.co/bztegqg…,1
4073,arizona.,1
4072,nothing—including,1
4071,https://t.co/nmnrgeznkt,1
4070,https://t.co/meqyaxqocs,1
4069,"off,",1
4068,"$
https://t.co/9qnspz5jxz",1
4067,"semana,",1
4066,excellent,1
4065,https://t.co/grppguzwdk,1
4064,off?,1
4063,saber,1
4062,"forum,",1
4061,https://t.co/nztkkuxtdp,1
4060,"decisive.
https://t.co/4efcqjt5fw",1
4059,https://t.co/e3zbpqmf5q,1
4058,military.,1
4057,https://t.co/wa1bxn66ol,1
4056,doubts,1
4055,"working,",1
4054,"greatness,",1
4053,hablar,1
4052,vp!,1
4051,@texasinafrica:,1
4050,needed…,1
4049,feelings,1
4048,"$35,000.",1
4047,https://t.co/kjujulxam6,1
4046,company.,1
4045,victory—but,1
4044,orlando:,1
4043,punishment,1
4042,message.”,1
4041,"reed-veal,",1
4040,"equality,",1
4039,@vegalteno:,1
4038,https://t.co/j5hq0sqglg,1
4037,incredib…,1
4036,"reality.
https://t.co/owvzyqrzyy",1
4035,"ahora,",1
4034,forum,1
4033,"""trillion""",1
4032,—galatians,1
4031,@dispatchalerts,1
4030,"leader,",1
4029,"discipline,",1
4028,leader.,1
4027,"should.""",1
4026,https://t.co/pti60vdate,1
4025,leader?,1
4024,—a,1
4023,zach,1
4022,"""whether",1
4021,governorship,1
4020,kicked,1
4019,seeks,1
4018,endorsement.”…,1
4017,household…,1
4016,"leave,",1
4015,fuerza,1
4014,century:,1
4013,records:,1
4012,"set.""",1
4011,revolves,1
4010,https://t.co/6hrcc16uiv,1
4009,@ladygaga:,1
4008,blue,1
4007,shining,1
4006,air,1
4005,right—not,1
4004,officers—but,1
4003,streep,1
4002,missed:,1
4001,direct,1
4000,@huffingtonpost:,1
3999,super-rich,1
3998,kauveri,1
3997,promises.”,1
3996,first—donald,1
3995,lt.,1
3994,problems.,1
3993,https://t.co/rayf9adjkl,1
3992,daughters…now,1
3991,https://t.co/rnzbouzg0t,1
3990,https://t.co/3efpjkc5nh,1
3989,https://t.co/4cdmilhpvp,1
3988,@maggie_hassan,1
3987,vastly,1
3986,https://t.co/d0ioij0kpm,1
3985,hat.,1
3984,carolina:,1
3983,https://t.co/tcer3uqcsi,1
3982,libres,1
3981,tears.,1
3980,"
watch",1
3979,century-long,1
3978,risk,1
3977,carolina.,1
3976,"""an",1
3975,al-adha—a,1
3974,https://t.co/jx2p1d6uad,1
3973,https://t.co/bxlf58t6ne,1
3972,"color.

it's",1
3971,crises,1
3970,debate…,1
3969,feeding,1
3968,admiration.,1
3967,"schooled,",1
3966,ever:,1
3965,"ever""",1
3964,altogether.”,1
3963,https://t.co/vpzq24fsjh,1
3962,"election.

you",1
3961,8th,1
3960,news.,1
3959,leerlas,1
3958,belong.”,1
3957,news!,1
3956,hikes,1
3955,https://t.co/rrepx0fdxe,1
3954,https://t.co/vdvfptkzi0,1
3953,kardashian,1
3952,https://t.co/bl1rpry3di,1
3951,polls.,1
3950,"polls,",1
3949,https://t.co/vh9fnujqfp,1
3948,https://t.co/scwq1z3m6c,1
3947,death.,1
3946,"top.""",1
3945,https://t.co/jpjf8w17qu,1
3944,https://t.co/a3jxuhckp2,1
3943,https://t.co/gbx8ojhe6w,1
3942,hillary—when,1
3941,"friends.""",1
3940,4.,1
3939,44,1
3938,dressed,1
3937,https://t.co/ytmc8vkrts,1
3936,"dictatorship,",1
3935,campus,1
3934,identities,1
3933,83,1
3932,measure,1
3931,deaths,1
3930,#notonemore,1
3929,"—@elizabethforma
https://t.co/ok5uueaazn",1
3928,https://t.co/lvsb5mklst,1
3927,"better,""",1
3926,@teenvogue:,1
3925,https://t.co/ny85ysytga,1
3924,"país""—presidente",1
3923,wise,1
3922,"“democrats,",1
3921,—rev.,1
3920,@harpersbazaarus:,1
3919,achieved:,1
3918,"children,",1
3917,children.,1
3916,"billion,",1
3915,children:,1
3914,@cbseveningnews:,1
3913,chatting,1
3912,year’s,1
3911,billion?,1
3910,secretary-gen…,1
3909,touted,1
3908,herencia,1
3907,minute:,1
3906,https://t.co/0hhteivtqk,1
3905,awarded,1
3904,1988,1
3903,1980,1
3902,"#stopthehate
https://t.co/hbr…",1
3901,https://t.co/xndh0d5csa,1
3900,button:,1
3899,https://t.co/c7blynirof,1
3898,https://t.co/8ovrzly1r6,1
3897,https://t.co/qw8r6aa6c7,1
3896,https://t.co/hi5vk3rrlj,1
3895,"happen,",1
3894,actuar,1
3893,"nieto,",1
3892,https://t.co/hzowqnrnki,1
3891,"
america",1
3890,ok.”,1
3889,happen:,1
3888,ceremony.,1
3887,https://t.co/sbce01dold,1
3886,"amnesia
https://t.co/yhgznr3kxi",1
3885,weak.”,1
3884,@brespolitico:,1
3883,"""despite",1
3882,"https://t.co/li6zh7db2n
school:",1
3881,"moderates,",1
3880,michelle…you,1
3879,"economy.""",1
3878,board.,1
3877,https://t.co/ncohgjmznz,1
3876,@gideonresnick:,1
3875,discretion,1
3874,shelter,1
3873,people—it,1
3872,highlighting,1
3871,economics—and,1
3870,recommendation,1
3869,authority,1
3868,stress.,1
3867,trump...saying,1
3866,"oh,",1
3865,#work,1
3864,heed,1
3863,respect...,1
3862,https://t.co/lcvuyk0fiy,1
3861,"returns.

we're",1
3860,https://t.co/v4risvhyug,1
3859,ad:,1
3858,"app
2.",1
3857,https://t.co/bbrqpjqfmx,1
3856,loopholes.”,1
3855,mental.,1
3854,lincoln:,1
3853,https://t.co/0d5c1tbxmc,1
3852,"malarkey.""",1
3851,earnings.,1
3850,"lincoln,",1
3849,"loss""",1
3848,https://t.co/6ebutvhcka,1
3847,tests,1
3846,@gavinnewsom:,1
3845,"choose.
so",1
3844,somali,1
3843,@timkaine—hillary's,1
3842,geraldine,1
3841,"abortion.

and",1
3840,https://t.co/xedjjvhnmy,1
3839,work!,1
3838,shoes.,1
3837,field,1
3836,https://t.co/teycdqeycg,1
3835,work*,1
3834,together…to,1
3833,violence...too,1
3832,abolish,1
3831,https://t.co/jlymn61epb,1
3830,https://t.co/5eybd4y7mr,1
3829,test:,1
3828,resolve.,1
3827,"resolve,",1
3826,https://t.co/yuugne9ezy,1
3825,peacefully,1
3824,https://t.co/xj8zm1kdbm,1
3823,"up.

we",1
3822,fraud.”,1
3821,past—it’s,1
3820,"button,",1
3819,#parisagreement,1
3818,https://t.co/hllwubhwc6,1
3817,"matters.
philando",1
3816,#fixdemocracyfirst),1
3815,forefathers,1
3814,"""sometimes",1
3813,—@hillaryclinton.,1
3812,https://t.co/clrq4qq4iz,1
3811,@onevoxdotcom:,1
3810,shames,1
3809,movement's,1
3808,york’s,1
3807,brag,1
3806,https://t.co/pw5q7yniic,1
3805,"47246.

we’re",1
3804,administration,1
3803,interests—but,1
3802,debes,1
3801,https://t.co/krj1ythzkp,1
3800,decades-long,1
3799,partner,1
3798,people...&amp;,1
3797,boost.,1
3796,happened.,1
3795,started.,1
3794,"—@joebiden,",1
3793,"sister,",1
3792,hers—the,1
3791,https://t.co/mvkhhbh7hi,1
3790,https://t.co/tfidnvuod4,1
3789,libs.,1
3788,entrepreneurial,1
3787,https://t.co/od0bd2l9pn,1
3786,"clear.
https://t.co/fply9wttrm",1
3785,https://t.co/zexu0zacws,1
3784,https://t.co/mt3d0p6mca,1
3783,plain,1
3782,welcoming,1
3781,continues.,1
3780,homes,1
3779,"together.""
—hillary",1
3778,.@davidleopold:,1
3777,"that:
https:…",1
3776,https://t.co/lcg6u02kgv,1
3775,us…can,1
3774,failing.,1
3773,https://t.co/lg8xqwblam,1
3772,@iava,1
3771,kennedy.,1
3770,etched.,1
3769,https://t.co/0pnvt9gqm9,1
3768,it'd,1
3767,(@teamusa's,1
3766,https://t.co/aethzjyjco,1
3765,home!,1
3764,steadiness—an,1
3763,citizenship,1
3762,"""aumentó",1
3761,"practical,",1
3760,done?,1
3759,@governorva—proud,1
3758,rate…,1
3757,https://t.co/t2ypvgey…,1
3756,"practicality.""",1
3755,relevant,1
3754,crear,1
3753,days…i,1
3752,munich.,1
3751,trips,1
3750,https://t.co/h9ulz9f9hg,1
3749,tovah,1
3748,"history.""

a",1
3747,"president.
https://t.co/mrwg5h0lmq",1
3746,legit,1
3745,".@flotus,",1
3744,"turkey,",1
3743,https://t.co/ywyzfuknzi,1
3742,warranted,1
3741,https://t.co/twwemx0t9s,1
3740,peso...,1
3739,https://t.co/z86ixad0uv,1
3738,routine,1
3737,https://t.co/q3ymbb7uny,1
3736,https://t.co/nsy3fkcu1c,1
3735,foil,1
3734,awaits,1
3733,us—stand,1
3732,enhanced,1
3731,"—ebony,",1
3730,https://t.co/ql1jqkjhpx,1
3729,hat:…,1
3728,exists,1
3727,"straight,",1
3726,https://t.co/vlzbkik1ic,1
3725,anything?,1
3724,deserve.”,1
3723,5to,1
3722,city.”,1
3721,crime...anyone,1
3720,there…that’s,1
3719,potential.”,1
3718,thrives,1
3717,https://t.co/v8wnesnd9l,1
3716,christie,1
3715,richards,1
3714,@joebiden.,1
3713,https://t.co/l1ntdzy9fm,1
3712,https://t.co/aaioyi1hfa,1
3711,"700,000",1
3710,khan—and,1
3709,clear-eyed.,1
3708,https://t.co/2ebwau3xjk,1
3707,regularly,1
3706,hall,1
3705,https://t.co/f14hmrukkr,1
3704,https://t.co/wa9tvdvkiy,1
3703,ambiguity,1
3702,"et.

here's",1
3701,florida's,1
3700,—@po…,1
3699,https://t.co/zpbjl2bgxv,1
3698,@tjmshow:,1
3697,inspiring,1
3696,wonderful:,1
3695,@adele.,1
3694,https://t.co/tfwqx8qusi,1
3693,@childdefender—it's,1
3692,"saying,",1
3691,saying.,1
3690,business?,1
3689,"them.

we",1
3688,".@potus,",1
3687,curve.,1
3686,"basis,",1
3685,tenure,1
3684,sky's,1
3683,unless,1
3682,"binder,",1
3681,https://t.co/swh52dlr6f,1
3680,"expected,",1
3679,https://t.co/j90oafm2is,1
3678,ruling.,1
3677,mic,1
3676,https://t.co/g0xebjlbtt,1
3675,ironworking,1
3674,https://t.co/j9v2k84av1,1
3673,rnc:,1
3672,"violencia.
https://t.co/pufugicykr",1
3671,“dejó,1
3670,https://t.co/5hnja2kjnp,1
3669,"wages
2.",1
3668,mine...#iregistered,1
3667,"rhetoric.""",1
3666,alzheimer's.,1
3665,because...i've,1
3664,https://t.co/nwciaxzrkw,1
3663,https://t.co/of8cmaj8mr,1
3662,https://t.co/m9h9b9x7ar,1
3661,provoke,1
3660,https://t.co/ju6vgnl4mj,1
3659,in:…,1
3658,deport.,1
3657,.@sspiderboy's,1
3656,https://t.co/lgbvgvn7f7,1
3655,nationalists.,1
3654,—@nydailynews,1
3653,"design.
https://t.co/d2fzdgwk7e",1
3652,https://t.co/1ftz6mcahz,1
3651,res…,1
3650,advocated,1
3649,mom—residents,1
3648,"287,000",1
3647,https://t.co/lygyssk4i8,1
3646,unending,1
3645,https://t.co/f…,1
3644,sexes.”,1
3643,wall.”,1
3642,https://t.co/mfut8qrz9a,1
3641,https://t.co/sb8i2wu8wt,1
3640,"casinos.
https://t.co/rzhrhkvsoh",1
3639,w.,1
3638,w/,1
3637,"méxico,",1
3636,"love,",1
3635,trip!,1
3634,"freer,",1
3633,embarrassed,1
3632,it...demands,1
3631,https://t.co/9mzcuwwdp5,1
3630,https://t.co/dhzrxcnx4t,1
3629,"

his",1
3628,https://t.co/d03of9ur0w,1
3627,@nabj,1
3626,finest,1
3625,"""helped""?",1
3624,courage!,1
3623,https://t.co/ygvauyf0ol,1
3622,desde,1
3621,"smartest,",1
3620,backwards,1
3619,https://t.co/ezhrqmjfof,1
3618,#makersandtakers,1
3617,https://t.co/iuk9tx2hqm,1
3616,families:,1
3615,"matter.""",1
3614,frank,1
3613,jones.,1
3612,https://t.co/zfwqxwnljj,1
3611,https://t.co/gozfbxa6uw,1
3610,announced,1
3609,"this.

""@hillaryclinton",1
3608,lecture,1
3607,snapchat.,1
3606,"protesters,",1
3605,así,1
3604,.@clintonfdn,1
3603,“hope,1
3602,matt,1
3601,"state
3.",1
3600,-joe,1
3599,(it’s,1
3598,https://t.co/ozp5efgjzv,1
3597,most?,1
3596,"journey.
let’s",1
3595,challenges?,1
3594,stewardship.,1
3593,bromance,1
3592,"—@repjohnlewis

register",1
3591,"https://t.co/ss7vzl6hui

and",1
3590,identified,1
3589,"least,",1
3588,"challenges,",1
3587,airports,1
3586,"""someone",1
3585,stunts,1
3584,https://t.co/pj…,1
3583,strive,1
3582,https://t.co/pdphhqezuk,1
3581,cutting,1
3580,https://t.co/heafywy0fp,1
3579,victims’,1
3578,forgotten:,1
3577,"
https:…",1
3576,paris—she’ll,1
3575,https://t.co/ajxiu8do7u,1
3574,"#rncincle
https://t.co/sqonxypkde",1
3573,blatant,1
3572,"me?""",1
3571,https://t.co/ijcqt5z4kz,1
3570,industries,1
3569,https://t.co/p5fiyt0khq,1
3568,moonshot,1
3567,wow.,1
3566,https://t.co/4tn7ae50zt,1
3565,pr…,1
3564,a…chance,1
3563,primero,1
3562,"committed,",1
3561,https://t.co/dxhkhevz2r,1
3560,laurie,1
3559,https://t.co/qafnexh6ls,1
3558,"this.
if",1
3557,winner-,1
3556,“everyone,1
3555,"about""",1
3554,"inmigrantes,",1
3553,"ballot.

make",1
3552,https://t.co/9…,1
3551,"it?""

here's",1
3550,dc,1
3549,collection,1
3548,https://t.co/2lrtzbls9a,1
3547,falta,1
3546,buildings,1
3545,as…,1
3544,"""ending",1
3543,"theory?

""i",1
3542,world...that,1
3541,thin-skinned,1
3540,https://t.co/xa0ipatvmr,1
3539,https://t.co/oid7ljdrx8,1
3538,#nycpride!,1
3537,https://t.co/eeezysq9gl,1
3536,out!,1
3535,https://t.co/rdrceoj4n4,1
3534,https://t.co/dq99r0o…,1
3533,https://t.co/bskiktnp3y,1
3532,"bigotry.""",1
3531,effectively,1
3530,imwithher,1
3529,https://t.co/ht84kr2ndx,1
3528,blank.,1
3527,suggest…,1
3526,personality,1
3525,"watch.

yesterday",1
3524,obvious,1
3523,"""pathological",1
3522,"fdn,",1
3521,@repdankildee:,1
3520,https://t.co/vjnbtpjpde,1
3519,forever...,1
3518,unscrupulously,1
3517,community:,1
3516,$7.25,1
3515,tearing,1
3514,nra...they’ve,1
3513,https://t.co/ort9w4bsgw,1
3512,@jakesherman,1
3511,"

so",1
3510,"books
🏡",1
3509,nationwide.,1
3508,screening,1
3507,ochan,1
3506,living.,1
3505,injured.,1
3504,"injured,",1
3503,"$1,000",1
3502,life...and,1
3501,belittling,1
3500,mourning.,1
3499,presidente,1
3498,apprentice.,1
3497,scandal,1
3496,"ii""",1
3495,"apprentice""",1
3494,names,1
3493,rally.,1
3492,"trump*

*except",1
3491,presidents,1
