,Word,Times_Used
6947,grandma,2
6946,https://t.co/zjih98ur04,2
6945,credit,2
6944,met,2
6943,10.,2
6942,net,2
6941,dr.,2
6940,likely,2
6939,9pm,2
6938,trickle-down,2
6937,"duke,",2
6936,today!,2
6935,updates,2
6934,otherwise.,2
6933,sorry,2
6932,"skill,",2
6931,disability,2
6930,(which,2
6929,reform.,2
6928,onward.,2
6927,"city.""",2
6926,appoint,2
6925,https://t.co/puvzp5ifre,2
6924,#wemadehistory,2
6923,offensive,2
6922,eric,2
6921,urging,2
6920,"""progress",2
6919,cruel,2
6918,goals,2
6917,hq,2
6916,https://t.co/z…,2
6915,"problem.""",2
6914,"times,",2
6913,goal.,2
6912,"ties,",2
6911,https://t.co/nr8eo57kvr,2
6910,before.,2
6909,-vp,2
6908,highlights:,2
6907,loss,2
6906,1994:,2
6905,unseen,2
6904,"can’t.""",2
6903,"""aprendí",2
6902,fate,2
6901,nato,2
6900,anti-lgbt,2
6899,children’s,2
6898,vida,2
6897,"interest.""",2
6896,deadly,2
6895,https://t.co/wdxspmxt9q,2
6894,estado,2
6893,fierce,2
6892,effect,2
6891,https://t.co/tu6w6es9xr,2
6890,lifetimes.,2
6889,simone,2
6888,prescription,2
6887,@jessetyler:,2
6886,releasing,2
6885,“my,2
6884,"day.""",2
6883,own.,2
6882,together:,2
6881,joy.,2
6880,minds,2
6879,@businessinsider:,2
6878,official:,2
6877,group,2
6876,experiencia,2
6875,ken,2
6874,generations.,2
6873,https://t.co/l2xsvbvtlt,2
6872,—@madeleine,2
6871,legacy,2
6870,had.,2
6869,126,2
6868,michigan,2
6867,achieve,2
6866,disability—and,2
6865,"""great",2
6864,medal.,2
6863,connected,2
6862,"very,",2
6861,distinguished,2
6860,yrs,2
6859,"translated:

✓build",2
6858,city.,2
6857,society.,2
6856,cause,2
6855,"time,",2
6854,“because,2
6853,do.”,2
6852,|,2
6851,camino,2
6850,emails,2
6849,school-to-prison,2
6848,muslims.,2
6847,clinton”,2
6846,“there’s,2
6845,courage.,2
6844,"courage,",2
6843,pink,2
6842,speech:,2
6841,recession,2
6840,manage,2
6839,addresses,2
6838,weren't,2
6837,send-off?,2
6836,“on,2
6835,honor.,2
6834,honors,2
6833,download,2
6832,"dignity,",2
6831,carter,2
6830,michael,2
6829,facebook,2
6828,pageant,2
6827,suits,2
6826,wizard,2
6825,tweeted,2
6824,drag,2
6823,"service.""",2
6822,draw,2
6821,".@speakerryan,",2
6820,nap,2
6819,fears,2
6818,adults,2
6817,"us.
your",2
6816,—biden,2
6815,haven’t,2
6814,footage,2
6813,https://t.co/uv6xbw7gcm,2
6812,computer,2
6811,"theory,",2
6810,sandra,2
6809,russia?,2
6808,seeing,2
6807,forgets,2
6806,delivered,2
6805,saddled,2
6804,judgment.,2
6803,transformation,2
6802,praying,2
6801,clears,2
6800,"$20,000",2
6799,institute,2
6798,boy,2
6797,sanders,2
6796,empty,2
6795,described,2
6794,befriending,2
6793,"live,",2
6792,understanding,2
6791,ranked,2
6790,missing,2
6789,secret.,2
6788,years:,2
6787,sacrifices,2
6786,de…,2
6785,paranoia,2
6784,current,2
6783,celebrities,2
6782,performances,2
6781,loopholes,2
6780,hires,2
6779,failing,2
6778,loophole.,2
6777,nuestras,2
6776,campaña,2
6775,"experience,",2
6774,heartbreaking.,2
6773,again.”,2
6772,cheering,2
6771,launch,2
6770,turnout,2
6769,—@jerrybrowngov,2
6768,issue,2
6767,matthew:,2
6766,system.,2
6765,foot,2
6764,ukraine.,2
6763,solving,2
6762,"offensive,",2
6761,“make,2
6760,tries,2
6759,rapists,2
6758,fo…,2
6757,take.,2
6756,respected,2
6755,broke,2
6754,—@bostonglobe,2
6753,workplaces,2
6752,asks,2
6751,"story,",2
6750,aimed,2
6749,story:,2
6748,"""you’re",2
6747,tú,2
6746,amount,2
6745,soldier,2
6744,"street,",2
6743,"75,000",2
6742,"him,",2
6741,answer.,2
6740,answer:,2
6739,circuit,2
6738,"tomorrow,",2
6737,foster,2
6736,deadline,2
6735,coverage,2
6734,#vpdebate:,2
6733,"heart.""",2
6732,60%,2
6731,describe,2
6730,"guy.""",2
6729,low,2
6728,stark,2
6727,swimmer,2
6726,rodham,2
6725,exciting,2
6724,https://t.co/wyjgccvbzu,2
6723,"""we’ll",2
6722,#virwinia,2
6721,"racism,",2
6720,transgender,2
6719,https://t.co/k7xjqziyey,2
6718,struck,2
6717,republic,2
6716,treatment,2
6715,either.,2
6714,senseless,2
6713,"actually,",2
6712,"weapons.""",2
6711,citizenship.,2
6710,@dallasnews,2
6709,discriminate,2
6708,"charge,",2
6707,food,2
6706,"it.”

we",2
6705,bias,2
6704,metric,2
6703,determination,2
6702,—…,2
6701,countless,2
6700,language,2
6699,i…,2
6698,"103,",2
6697,hurts,2
6696,"español!,",2
6695,concern,2
6694,hurt.,2
6693,trump?,2
6692,seen.,2
6691,"friend.""",2
6690,#scotus,2
6689,#lovetrumpshate:,2
6688,próxima,2
6687,begin,2
6686,anger,2
6685,"violence,",2
6684,officials,2
6683,impossible,2
6682,transition,2
6681,—erica,2
6680,show.,2
6679,reflect,2
6678,happening.,2
6677,card,2
6676,obligation,2
6675,rebuilding,2
6674,space,2
6673,challenges,2
6672,world's,2
6671,introduce,2
6670,"""strong""",2
6669,acknowledge,2
6668,goal,2
6667,iraq,2
6666,prisons.,2
6665,"future,",2
6664,disagreeable.”,2
6663,productive,2
6662,expanding,2
6661,hears,2
6660,pushed,2
6659,graphic,2
6658,manufacturing,2
6657,compete,2
6656,"

that’s",2
6655,teacher,2
6654,demonizing,2
6653,theme:,2
6652,disqualify,2
6651,blast,2
6650,'yes,2
6649,"millionaires,",2
6648,interested,2
6647,physical,2
6646,"inequality,",2
6645,reproductive,2
6644,pay.,2
6643,"ceilings,",2
6642,inmigrantes,2
6641,why.,2
6640,legislation,2
6639,attorney,2
6638,"trump's,",2
6637,accepts,2
6636,post,2
6635,lashes,2
6634,country:,2
6633,fare.,2
6632,"5,500",2
6631,"care.""",2
6630,thursday.,2
6629,saddam,2
6628,raid,2
6627,capítulo,2
6626,beloved,2
6625,dozens,2
6624,"way.""",2
6623,voting.,2
6622,loves,2
6621,terms,2
6620,@barb_kinney:,2
6619,"them.""",2
6618,hrc,2
6617,"run,",2
6616,deepest,2
6615,dream.,2
6614,"""…",2
6613,endorsement:,2
6612,real.,2
6611,proverb,2
6610,"cleveland.""",2
6609,.@theeconomist,2
6608,texas.,2
6607,grandchildren,2
6606,place.”,2
6605,rated,2
6604,@jmpalmieri,2
6603,intolerable.,2
6602,bloomberg,2
6601,volatile,2
6600,declaring,2
6599,americans?,2
6598,innocent,2
6597,shameful,2
6596,fan,2
6595,"thrives,",2
6594,appreciate,2
6593,hope.”,2
6592,meaningful,2
6591,provide,2
6590,"books,",2
6589,blocking,2
6588,striving,2
6587,employees.,2
6586,chooses,2
6585,plot,2
6584,"family.""",2
6583,hillary!,2
6582,secure,2
6581,house!”,2
6580,usps,2
6579,obtained,2
6578,backs.,2
6577,rigorous,2
6576,steininger,2
6575,vote?,2
6574,relationships,2
6573,party.,2
6572,oldest,2
6571,https://t.co/3wmrkfz4i7,2
6570,@lulac,2
6569,repeal,2
6568,"again""",2
6567,country’s,2
6566,sexual,2
6565,lobby.,2
6564,https://t.co/mhmnin9sor,2
6563,cleveland.,2
6562,monument,2
6561,convince,2
6560,"""nobody",2
6559,delivers,2
6558,"""couldn't",2
6557,"out.""",2
6556,letters,2
6555,donald's,2
6554,loans,2
6553,targeting,2
6552,schedule,2
6551,avoid,2
6550,bienvenidos,2
6549,gymnastics,2
6548,challenges.,2
6547,amendment,2
6546,emmy,2
6545,"issues,",2
6544,cruz,2
6543,"century,",2
6542,economía,2
6541,paul,2
6540,command,2
6539,1,2
6538,fully,2
6537,supremacists,2
6536,ball,2
6535,"of,",2
6534,scotus,2
6533,sits,2
6532,“we’ve,2
6531,"

it's",2
6530,—@voguemagazine,2
6529,waste,2
6528,extent,2
6527,"congrats,",2
6526,nominee.,2
6525,injustice,2
6524,2016.,2
6523,lucky,2
6522,2016:,2
6521,secretaries,2
6520,"8,000",2
6519,podcast,2
6518,decade,2
6517,medal,2
6516,matters.,2
6515,anti-semitic,2
6514,c…,2
6513,result,2
6512,colleagues,2
6511,"facts.""",2
6510,takes.,2
6509,wins.,2
6508,festival,2
6507,@kurteichenwald:,2
6506,two.,2
6505,have.,2
6504,"‘yes,",2
6503,"anyone,",2
6502,hussein,2
6501,things.,2
6500,rising,2
6499,truth,2
6498,puerto,2
6497,lobby.”,2
6496,volunteers,2
6495,allow,2
6494,reminder:,2
6493,tied,2
6492,"tantrum,",2
6491,"choice.""",2
6490,destroying,2
6489,victims',2
6488,none.,2
6487,@hrc,2
6486,thin,2
6485,challenge,2
6484,https://t.co/twj7qwefvh,2
6483,zip,2
6482,dreams.,2
6481,"—betsy,",2
6480,@sarahemcbride,2
6479,casino,2
6478,engage,2
6477,—@senatorreid,2
6476,"weekends,",2
6475,undone.,2
6474,"china,",2
6473,experiencing,2
6472,resources,2
6471,hiv/aids,2
6470,“total,2
6469,seemed,2
6468,existing,2
6467,results,2
6466,"home.""",2
6465,"u.s.,",2
6464,ohio.,2
6463,"open,",2
6462,"laden,",2
6461,#imwi…,2
6460,president—and,2
6459,colorado,2
6458,mouth,2
6457,voices.,2
6456,@latimes:,2
6455,crying,2
6454,"plan:
1.",2
6453,insults.”,2
6452,@mike_pence,2
6451,yet.,2
6450,"folks,",2
6449,disability.,2
6448,87%,2
6447,"pick,",2
6446,grandparents.,2
6445,normal.,2
6444,admire,2
6443,sleeves,2
6442,race:,2
6441,"race,",2
6440,“her,2
6439,"politics,",2
6438,politics.,2
6437,@ppact:,2
6436,wiesel,2
6435,(via,2
6434,they'd,2
6433,presidency.,2
6432,that:,2
6431,failed,2
6430,brooklyn,2
6429,grace,2
6428,forward.,2
6427,2012.,2
6426,defend.,2
6425,https://t.co/e…,2
6424,woman's,2
6423,"owner,",2
6422,tonight:,2
6421,—@denverpost,2
6420,know.”,2
6419,"all,",2
6418,truth.,2
6417,—@potus:…,2
6416,truth:,2
6415,looks.,2
6414,paper,2
6413,attitude,2
6412,loud,2
6411,refuse,2
6410,"""alt-right""",2
6409,@barbaraboxer:,2
6408,everything.,2
6407,science,2
6406,keeping,2
6405,https://t.co/mbg5h8qza3,2
6404,foundation:,2
6403,https://t.co/n09gfgmfmn,2
6402,240,2
6401,action,2
6400,yourself:,2
6399,lying.,2
6398,laying,2
6397,baton,2
6396,hillary's:,2
6395,"debt.""",2
6394,pence.,2
6393,"pence,",2
6392,consider,2
6391,9/11,2
6390,"temperament.""",2
6389,scranton,2
6388,seen.”,2
6387,thrives.”,2
6386,quits.,2
6385,ad,2
6384,detailed,2
6383,"girl.""",2
6382,buying,2
6381,trip:,2
6380,discrimination.,2
6379,fundraising,2
6378,rebuild,2
6377,counts.,2
6376,be…,2
6375,@astrid_nv,2
6374,@billclinton:,2
6373,attacks.,2
6372,@americanlegion,2
6371,“then,2
6370,"sorry,",2
6369,process.,2
6368,"process,",2
6367,@sengillibrand:,2
6366,"casino.

trump",2
6365,"""i’ve",2
6364,renewable,2
6363,sterling,2
6362,"2002,",2
6361,threatens,2
6360,quiet,2
6359,newspaper,2
6358,diverse,2
6357,photos,2
6356,"games,",2
6355,known.”,2
6354,side.,2
6353,"""maybe",2
6352,"wall.""",2
6351,affecting,2
6350,"""folks,",2
6349,charlotte:,2
6348,simone!,2
6347,refresher,2
6346,https://t.co/xahmq2su1q,2
6345,https://t.co/lrvtnbd0zf,2
6344,job:,2
6343,worried,2
6342,2%,2
6341,carolina,2
6340,posted,2
6339,bright,2
6338,rosa,2
6337,something.,2
6336,benefits.,2
6335,knew,2
6334,opposite,2
6333,"time.""",2
6332,sad,2
6331,argument,2
6330,illness,2
6329,disrespects,2
6328,"quit.""",2
6327,much.,2
6326,2,2
6325,mucho,2
6324,training,2
6323,"november,",2
6322,investigation,2
6321,7th,2
6320,sexually,2
6319,@spacekatgal:,2
6318,"box,",2
6317,"decade,",2
6316,records,2
6315,"did,",2
6314,"honesty,",2
6313,early.,2
6312,agenda.,2
6311,name-calling,2
6310,tenants,2
6309,spot,2
6308,around.,2
6307,divided,2
6306,listens,2
6305,allowed,2
6304,everywhere,2
6303,positive,2
6302,stu…,2
6301,trail.,2
6300,—@washingtonpost,2
6299,settle,2
6298,@theriveterspod,2
6297,#sitin,2
6296,refinance,2
6295,"""after",2
6294,workers',2
6293,98,2
6292,—michael,2
6291,roll,2
6290,inside,2
6289,humbled,2
6288,nov.,2
6287,presidential.,2
6286,"right,",2
6285,counting:,2
6284,sow,2
6283,"""very",2
6282,memorable,2
6281,doesn't.,2
6280,contributing,2
6279,"november.""",2
6278,"""will",2
6277,steps,2
6276,https://t.co/qa9qo4afxw,2
6275,hillary…,2
6274,unique,2
6273,hat,2
6272,@demconvention.,2
6271,thing:,2
6270,mujeres,2
6269,worker,2
6268,🎧,2
6267,money.,2
6266,"""latinos",2
6265,loans.,2
6264,respeto,2
6263,hampshire.,2
6262,"ideas,",2
6261,"men,",2
6260,lesson:,2
6259,immigrants.,2
6258,bush,2
6257,headline,2
6256,advisors,2
6255,"too.""",2
6254,“let,2
6253,shall,2
6252,"lives.""",2
6251,concrete,2
6250,esta,2
6249,este,2
6248,"old,",2
6247,project,2
6246,"was,",2
6245,sure.,2
6244,folks.,2
6243,#ohvotesearly,2
6242,17%,2
6241,"""her",2
6240,"born,",2
6239,career—and,2
6238,#clintonkaine,2
6237,represents,2
6236,bankrupt.,2
6235,effects,2
6234,“you,2
6233,ready:,2
6232,"parenthood,",2
6231,welcomes,2
6230,wins,2
6229,—hilla…,2
6228,win:,2
6227,reward,2
6226,itself,2
6225,higher.,2
6224,"opponent,",2
6223,"malarkey!""",2
6222,gap.,2
6221,resilient,2
6220,https://t.co/wurws6aj5f,2
6219,her:,2
6218,elections,2
6217,donald?,2
6216,donald:,2
6215,acceptance—not,2
6214,"

trump's",2
6213,#ohhillyes,2
6212,https://t.co/ificuwqdgl,1
6211,'possibilitie…,1
6210,disposable.,1
6209,boo.,1
6208,himself.”,1
6207,https://t.co/arkjoelu7g,1
6206,https://t.co/vx0oycto1q,1
6205,republicans.,1
6204,"""smart""",1
6203,margaret,1
6202,risked,1
6201,history”,1
6200,#100yearsstrong,1
6199,himself.…,1
6198,yuuuuuuge,1
6197,nra,1
6196,https://t.co/c9gdhudbjt,1
6195,—@houstonchron,1
6194,"is...unhinged,",1
6193,al-fitr.,1
6192,@evan_mcmullin:,1
6191,volume.,1
6190,deporting,1
6189,"it.
https://t.co/av0vfkphh7",1
6188,us—it's,1
6187,https://t.co/5ceorgljt3,1
6186,@politico:,1
6185,“more,1
6184,@economicpolicy:,1
6183,https://t.co/on1zfl88ec,1
6182,"it.
https://t.co/yyflz51y9y",1
6181,https://t.co/xzjue0cfnp,1
6180,this?,1
6179,ruling,1
6178,"sacrifices.""",1
6177,@npr:,1
6176,@buzzfeednews:,1
6175,https://t.co/xuxznbesla,1
6174,this!,1
6173,america—filled,1
6172,impressed.,1
6171,"trump?
https://t.co/xoxe3ldl70",1
6170,"venir""—dijo",1
6169,"""vote!""",1
6168,https://t.co/g06ol90j1o,1
6167,"out.
a",1
6166,—mike,1
6165,"""cavalier",1
6164,“climate,1
6163,demás.,1
6162,https://t.co/a21ayf7nuj,1
6161,https://t.co/nepnsdynzs,1
6160,"

191",1
6159,"companies.""",1
6158,transfer,1
6157,"twitter
✓had",1
6156,@everytown:,1
6155,it—because,1
6154,https://t.co/48mepwjhh9,1
6153,"clue—period.""",1
6152,polished,1
6151,"america.
we",1
6150,https://t.co/f9jmedy00a,1
6149,urges,1
6148,proved—again—that,1
6147,carrier,1
6146,urged,1
6145,https://t.co/nlhxjtqyoj,1
6144,"himself,",1
6143,ningún,1
6142,mine:,1
6141,straightforward.,1
6140,anselm,1
6139,https://t.co/4glc6u1swr,1
6138,https://t.co/dvg1zunnni,1
6137,"platform,",1
6136,platform.,1
6135,empathize,1
6134,june,1
6133,ripped,1
6132,“además,1
6131,"bankruptcies.""",1
6130,"coverage.""",1
6129,https://t.co/coa3yulfef,1
6128,14th,1
6127,https://t.co/jx8awq6m7k,1
6126,lean,1
6125,leah,1
6124,https://t.co/x62lrgm1mb,1
6123,empire,1
6122,objects...rather,1
6121,past.,1
6120,https://t.co/cijmdjcj0t,1
6119,"11,",1
6118,https://t.co/xyebpm9nan,1
6117,https://t.co/z0zw4axdbc,1
6116,exceed,1
6115,symposium:,1
6114,"mcbride,",1
6113,helpful,1
6112,"story:
https://t.co/3z8wvf8xdg",1
6111,racists,1
6110,https://t.co/clqg3yp…,1
6109,"""secret",1
6108,coincidence,1
6107,10/18,1
6106,https://t.co/bepgn0hqnd,1
6105,lucha,1
6104,methodists,1
6103,"invincible.""",1
6102,book,1
6101,simple,1
6100,#tbt,1
6099,rapists—and,1
6098,https://t.co/s0qstbimjx,1
6097,https://t.co/0dvb5b0gbc,1
6096,https://t.co/ldzqtt3tqu,1
6095,https://t.co/rfpcuflbdn,1
6094,at&amp;t,1
6093,"rooms,",1
6092,https://t.co/yfudtygl4h,1
6091,horrific.,1
6090,seconds.,1
6089,should've,1
6088,"other.
hearing",1
6087,pres.,1
6086,excessive,1
6085,#dncinphl,1
6084,"hate.
https://t.co/ttgeqxnqym",1
6083,undertaken,1
6082,texas…and,1
6081,spectator,1
6080,"vez,",1
6079,approve,1
6078,unit.,1
6077,warming,1
6076,https://t.co/ukzfxzbklo,1
6075,https://t.co/yky4zxfbln,1
6074,av.,1
6073,[are],1
6072,https://t.co/ilh8xa0r3q,1
6071,https://t.co/evaijio993,1
6070,ebeling:,1
6069,"@mercersdairy,",1
6068,"fairer,",1
6067,https://t.co/aonn3gbach,1
6066,pésimo,1
6065,https://t.co/bzeq351quf,1
6064,https://t.co/cqsal32ob3,1
6063,rodriguez—an,1
6062,"hope.
we",1
6061,"problems.""",1
6060,https://t.co/gcvsadmwhj,1
6059,thus,1
6058,@newyorker…,1
6057,https://t.co/vcliidnqdj,1
6056,https://t.co/j6ar3eanu8,1
6055,https://t.co/3mxc8y0vmx,1
6054,depreciation,1
6053,sanders.,1
6052,stunning,1
6051,choices,1
6050,escribir,1
6049,fearful,1
6048,abandoned,1
6047,competitive,1
6046,47246…,1
6045,"been.""",1
6044,https://t.co/ciokkkixqz,1
6043,"minnesota,",1
6042,promises...or,1
6041,https://t.co/ds1lk4cpxh,1
6040,rich.,1
6039,benefits...donald,1
6038,white…,1
6037,"cynicism,",1
6036,"hurricanes,",1
6035,choice.,1
6034,against—it’s,1
6033,https://t.co/u0y83wgcr2,1
6032,mexican-american,1
6031,"texas.
https://t.co/ynispxhjxs",1
6030,aly.,1
6029,https://t.co/whcl5ofeaw,1
6028,https://t.co/cdqsgz4tkv,1
6027,blame.”,1
6026,hats.,1
6025,"""chelsea,",1
6024,"scenario.""",1
6023,"close,",1
6022,close.,1
6021,murder,1
6020,—@marcorubio,1
6019,bronx,1
6018,tactical,1
6017,crisis…but,1
6016,https://t.co/a5j8nqyxia,1
6015,@ellemagazine:,1
6014,11-year-old,1
6013,"poverty.

we",1
6012,"mexican,",1
6011,https://t.co/vcedtpr24n,1
6010,@clevelanddotcom:,1
6009,day—but,1
6008,consequential,1
6007,career…focused,1
6006,commands,1
6005,daughters?,1
6004,@johndingell:,1
6003,opening,1
6002,ability,1
6001,"daughters,",1
6000,non-zero,1
5999,"has:
✓lost",1
5998,"""nothing",1
5997,ramadan.,1
5996,whole-heartedly,1
5995,epidemic.,1
5994,genius,1
5993,worship,1
5992,https://t.co/vo5xmrfrs7,1
5991,"care.

here's",1
5990,https://t.co/uydaddcpab,1
5989,app.,1
5988,https://t.co/f83gk5oz6w,1
5987,—@berniesanders:,1
5986,rouge.,1
5985,—@markkellytyler,1
5984,https://t.co/kkt982ncsm,1
5983,laundering?,1
5982,https://t.co/mgqgy6oloe,1
5981,vindicated,1
5980,https://t.co/jxnwmhvues,1
5979,oligarchs,1
5978,https://t.co/hbjoor1up3,1
5977,https://t.co/ggunnlhe4b,1
5976,https://t.co/nt986fc4of,1
5975,"here.)
https://t.co/vtvlwzaaum",1
5974,[hillary],1
5973,candidate:,1
5972,"daca,",1
5971,year—running,1
5970,demandas.,1
5969,ended,1
5968,https://t.co/bke7ytw…,1
5967,https://t.co/kdhglsnr7k,1
5966,https://t.co/fu1abqrzag,1
5965,https://t.co/etkytcuaw4,1
5964,"chance,",1
5963,99%,1
5962,https://t.co/ihiohjotwq,1
5961,"democrat,",1
5960,democrat.,1
5959,https://t.co/bnzj6scply,1
5958,please:,1
5957,"

they",1
5956,#holdt…,1
5955,true:,1
5954,"brain.""
https://t.co/ac1793aixf",1
5953,https://t.co/nz6y29dmwp,1
5952,"many,",1
5951,true!,1
5950,q:,1
5949,businesses!”—@hillarycl…,1
5948,word:,1
5947,https://t.co/ncummtcrsn,1
5946,"stopped.

we",1
5945,chapters,1
5944,https://t.co/xirmb63qg6,1
5943,"one,",1
5942,"1995,",1
5941,courts,1
5940,"https://t.co/q6ysvu6kju
2.",1
5939,state:,1
5938,wealth.,1
5937,gain,1
5936,https://t.co/pgv3auxdle,1
5935,(2-1),1
5934,"https://t.co/hcmah8ljr0,",1
5933,looked,1
5932,https://t.co/axtuzlryin,1
5931,https://t.co/sbhohu5dyn,1
5930,https://t.co/2g5yo0u3la,1
5929,"down.
it’s",1
5928,"primero,",1
5927,https://t.co/yv6tdmtopp,1
5926,lugar,1
5925,https://t.co/cedlejfce9,1
5924,=,1
5923,feared,1
5922,https://t.co/nv4ljmudsk,1
5921,https://t.co/8kbj5eewms,1
5920,https://t.co/svksuzhwyz,1
5919,https://t.co/wfmaw9ebe5,1
5918,"people,""",1
5917,linked,1
5916,"—@realdonaldtrump

yeah,",1
5915,desgarradora,1
5914,pennsylvania…,1
5913,campaign...imagine,1
5912,didn’t.,1
5911,senator—but,1
5910,"segunda,",1
5909,"going.
god",1
5908,https://t.co/mvpmtgwuzr,1
5907,https://t.co/c2ii9lvb9h,1
5906,workers.”,1
5905,@peacecorps,1
5904,[for,1
5903,https://t.co/yjlrfyfe4f,1
5902,ny’s,1
5901,"—@realdonaldtrump,",1
5900,https://t.co/xlthze8x8j,1
5899,“doesn’t,1
5898,"violence.
https://t.co/gqel2hci7l",1
5897,"piggy.""

this",1
5896,"come.""",1
5895,lópez,1
5894,reflecting,1
5893,big.”,1
5892,70s.,1
5891,"""@wired",1
5890,https://t.co/ohffvrggg5,1
5889,discovered,1
5888,https://t.co/nisfcvajmf,1
5887,https://t.co/fbmdlqp03w,1
5886,https://t.co/rm58emayx6,1
5885,#endleadpoisoningnow,1
5884,https://t.co/3dzomdpezi,1
5883,paid…,1
5882,laws—no,1
5881,hate—it’s,1
5880,"proved,",1
5879,questioned...it's,1
5878,https://t.co/zbv0…,1
5877,https://t.co/4nh6qpqsxl,1
5876,"passion,",1
5875,"donation
https://t.co/svwb…",1
5874,"issue.""",1
5873,exact,1
5872,mate—he's,1
5871,father's,1
5870,https://t.co/qjb01mspat,1
5869,trabajadores”,1
5868,https://t.co/qwqbzzc0xb,1
5867,"mad,",1
5866,support:,1
5865,"respect""",1
5864,trabajemos,1
5863,tenant,1
5862,méxico,1
5861,reporters,1
5860,"advisors

(himself.)",1
5859,home.”,1
5858,integrated,1
5857,[pence],1
5856,https://t.co/u2ra7godiy,1
5855,https://t.co/f6lzvxqsyv,1
5854,https://t.co/tn8jggwrvn,1
5853,80,1
5852,"freedom,",1
5851,8:,1
5850,8!,1
5849,freedom.,1
5848,https://t.co/iz5idvx94b,1
5847,right...in,1
5846,“democracy,1
5845,fund.,1
5844,yesterday.,1
5843,"alt-right,",1
5842,"crowd,",1
5841,successor,1
5840,https://t.co/c2vlpsrasm,1
5839,#hispanicheritagemonth,1
5838,https://t.co/8ddwljf5cm,1
5837,flew,1
5836,indexing,1
5835,look.,1
5834,"#demsinphl
https://t.co/qdynq9q3kh",1
5833,campaigned,1
5832,https://t.co/selax1x0sd,1
5831,powerful:,1
5830,bye,1
5829,orange,1
5828,https://t.co/vwnnko…,1
5827,what…,1
5826,bill!,1
5825,"bill,",1
5824,underwater,1
5823,covered.,1
5822,“by,1
5821,137,1
5820,"nominate.""",1
5819,13.,1
5818,“law,1
5817,stamped,1
5816,elie,1
5815,making:,1
5814,like...i,1
5813,takeaway,1
5812,honestly,1
5811,"bills.

annnd",1
5810,#philandocastile,1
5809,"clinton.

fact",1
5808,light,1
5807,status,1
5806,1881,1
5805,"""hay",1
5804,untreated.,1
5803,taco,1
5802,future;,1
5801,behavior”,1
5800,bigot,1
5799,registered:…,1
5798,level—listening,1
5797,@hillaryfornv:,1
5796,toddler,1
5795,struggled,1
5794,"martin,",1
5793,"mahal,",1
5792,office…but,1
5791,unites,1
5790,fortunate,1
5789,https://t.co/lkddd0wwsn,1
5788,policy—it's,1
5787,nationwide,1
5786,https://t.co/k0vkob8boc,1
5785,taj,1
5784,nightclub,1
5783,tag,1
5782,https://t.co/2pr6mfcswo,1
5781,tap,1
5780,"""from",1
5779,proof,1
5778,us;,1
5777,"""best",1
5776,https://t.co/bmpfuo7cy5,1
5775,.@realdonaldtrump:,1
5774,https://t.co/ywlfn9…,1
5773,@everyvoice:,1
5772,"bonuses,",1
5771,https://t.co/niht10ovrk,1
5770,massacres…we,1
5769,@vfwhq.,1
5768,https://t.co/o2felvnjgm,1
5767,"catastrophe.""",1
5766,boston...maybe,1
5765,priorities.,1
5764,https://t.co/r6lvvglecg,1
5763,own.”,1
5762,https://t.co/inemc8roms,1
5761,freedoms,1
5760,usa,1
5759,fec,1
5758,choked,1
5757,boasts,1
5756,"#womensequalityday,",1
5755,https://t.co/kt9jihvvu8,1
5754,"""genius.""

what",1
5753,confession,1
5752,app,1
5751,scales,1
5750,https://t.co/6uzvp0tjk9,1
5749,fulfill,1
5748,"will.""",1
5747,leaving,1
5746,https://t.co/vm4cuglv89,1
5745,https://t.co/oaurmllbe2,1
5744,"help.
our",1
5743,"missiles.

they",1
5742,"tragedy,",1
5741,https://t.co/zxasmgx6bh,1
5740,clear—they,1
5739,concern.,1
5738,"everyone.
https://t.co/p0bpzitupv",1
5737,grande!,1
5736,mitt,1
5735,"zones.
banning",1
5734,incidents,1
5733,"food
college",1
5732,https://t.co/tbfl0j82tz,1
5731,man's,1
5730,seen—and,1
5729,https://t.co/7sus2pxlwc,1
5728,https://t.co/dkgjbgctne,1
5727,but...he,1
5726,"himself.

instead,",1
5725,https://t.co/geausyw6od,1
5724,makers,1
5723,https://t.co/dpdrkchvcd,1
5722,jude,1
5721,#i…,1
5720,wrestling,1
5719,worker”,1
5718,https://t.co/aeenteopfq,1
5717,@msnbc:,1
5716,"community.
https://t.co/fec7h7fq4k",1
5715,team—all,1
5714,hillary...it,1
5713,"feel.

prove",1
5712,deals,1
5711,"language,",1
5710,because...there’s,1
5709,underscores,1
5708,street—not,1
5707,https://t.co/j9f086bqmo,1
5706,https://t.co/fc5imqnai5,1
5705,aplaudo,1
5704,spoon,1
5703,"failed,",1
5702,@chancetherapper.,1
5701,"and,",1
5700,mainstream,1
5699,issue.,1
5698,"veterans.

our",1
5697,"issue,",1
5696,fencer,1
5695,include,1
5694,stable,1
5693,facebook.,1
5692,https://t.co/jfykqfbpfl,1
5691,languages,1
5690,3:20am.,1
5689,dictator—is,1
5688,https://t.co/dmjk7sxush,1
5687,"votes,",1
5686,'morning,1
5685,responders.,1
5684,https://t.co/bvmjs8mfwn,1
5683,dispel,1
5682,https://t.co/d9nvr0hank,1
5681,woman—i,1
5680,w/you,1
5679,https://t.co/kwu8tjynrm,1
5678,"espionage.""",1
5677,https://t.co/ikglq…,1
5676,issues.”—@jerrybrowngov,1
