,Word,Times_Used
6949,"schlafly,",2
6948,"""leaders""",2
6947,success.,2
6946,empty,2
6945,transcript:,2
6944,likes,2
6943,jeff,2
6942,missing,2
6941,g.q.,2
6940,years-,2
6939,years?,2
6938,september,2
6937,pretty,2
6936,clean,2
6935,clear,2
6934,rigged.,2
6933,"""@trumplican2016:",2
6932,'hillary,2
6931,philly,2
6930,fraud.,2
6929,selling,2
6928,(pundits),2
6927,"#imwithyou
tickets:",2
6926,blames,2
6925,turnout,2
6924,heroin,2
6923,"florida!
#makeamericagreatagain",2
6922,"america,",2
6921,beyond,2
6920,wacky,2
6919,minutes.,2
6918,stopped,2
6917,"system,",2
6916,desperately,2
6915,you've,2
6914,"ukraine,",2
6913,anticipated,2
6912,"indianapolis,",2
6911,committed,2
6910,sneak,2
6909,idaho,2
6908,boycott,2
6907,nebraska,2
6906,wikileaks.,2
6905,lowering,2
6904,"budget,",2
6903,story.,2
6902,"sacramento,",2
6901,story!,2
6900,amount,2
6899,inspired,2
6898,"outside,",2
6897,arena,2
6896,special!,2
6895,"him""",2
6894,deals!,2
6893,deals.,2
6892,apologized,2
6891,"him,",2
6890,#nevertrump,2
6889,mile,2
6888,decide,2
6887,mess.,2
6886,pledged,2
6885,#wisconsin:,2
6884,deadline,2
6883,surrounded,2
6882,evening.,2
6881,massachusetts,2
6880,evenings,2
6879,(1/2),2
6878,core.,2
6877,60%,2
6876,workers.,2
6875,.@hillaryclinton's,2
6874,fast,2
6873,indiana-,2
6872,"indiana,",2
6871,journey,2
6870,"nm,",2
6869,benefit,2
6868,#votetrump2016,2
6867,"actually,",2
6866,belittle,2
6865,charged,2
6864,charges,2
6863,"sc.

register:",2
6862,"dayton,",2
6861,hoax.,2
6860,"election
donald",2
6859,#jobs,2
6858,comes,2
6857,hurts,2
6856,deliver,2
6855,stupid!,2
6854,come!,2
6853,israeli,2
6852,hurt.,2
6851,"again!""",2
6850,jeb.,2
6849,et.,2
6848,friends:,2
6847,seen.,2
6846,loser!,2
6845,"""@ladyjoanne:",2
6844,@loudobbs:,2
6843,"politicians,",2
6842,@reptommarino,2
6841,berglund,2
6840,remained,2
6839,violence.,2
6838,mostly,2
6837,friend,2
6836,$1m,2
6835,directly,2
6834,unfair!,2
6833,fired,2
6832,#t…,2
6831,trump’s,2
6830,"redding,",2
6829,for!,2
6828,won!,2
6827,cold,2
6826,typical,2
6825,future.,2
6824,fortunately,2
6823,"bethpage,",2
6822,big!,2
6821,"atlanta,",2
6820,https://t.co/l0pmewdrxn,2
6819,nebraska.,2
6818,"#americafirst
#makeamericagreatagain",2
6817,retired,2
6816,sending,2
6815,shared,2
6814,"""@neilturner_:",2
6813,certainly,2
6812,"#americafirst
https://t.co/3kwol2ibaw",2
6811,grateful,2
6810,global,2
6809,"again!
#americafirst",2
6808,disloyal,2
6807,dying,2
6806,floridians,2
6805,@ncgop,2
6804,vatican,2
6803,same.,2
6802,pay.,2
6801,debate!,2
6800,becoming,2
6799,"him.""",2
6798,why?,2
6797,@clewandowski_:,2
6796,nato!,2
6795,"tonight""",2
6794,recommend,2
6793,spread,2
6792,shout,2
6791,"virginia,",2
6790,"#maga
tickets:…",2
6789,she'll,2
6788,she’s,2
6787,thr,2
6786,congrats,2
6785,priebus,2
6784,evil,2
6783,#maga!…,2
6782,fact.,2
6781,plans.,2
6780,east,2
6779,@uschamber,2
6778,innocent,2
6777,@joniernst,2
6776,@karlrove,2
6775,"street,",2
6774,cox,2
6773,wi,2
6772,clue!,2
6771,steal,2
6770,"25,000",2
6769,endorsements,2
6768,"run,",2
6767,deepest,2
6766,vigilant?,2
6765,"400,000",2
6764,charges.,2
6763,spoiler,2
6762,rebroadcast,2
6761,dog!,2
6760,air.,2
6759,air!,2
6758,texas-,2
6757,refugee,2
6756,vets,2
6755,#imwithyou…,2
6754,"americans,",2
6753,cameras,2
6752,crimea,2
6751,hosted,2
6750,campaign-,2
6749,campaign!,2
6748,hispanics,2
6747,"economy,",2
6746,christie,2
6745,defrauded,2
6744,"tonight!
#makeamericagreatagain",2
6743,"augustine,",2
6742,provide,2
6741,dumb.,2
6740,dumb!,2
6739,"la,",2
6738,criticizing,2
6737,"charleston,",2
6736,aware,2
6735,tn.,2
6734,chooses,2
6733,"jose,",2
6732,sarah,2
6731,daughter,2
6730,zuckerman,2
6729,above,2
6728,+,2
6727,"others,",2
6726,others?,2
6725,vote-,2
6724,yesterday's,2
6723,#dtmag,2
6722,shoot,2
6721,slowest,2
6720,#'s,2
6719,party!,2
6718,compete,2
6717,lift,2
6716,rule,2
6715,47%,2
6714,in!,2
6713,"clive,",2
6712,"again,",2
6711,ailsa,2
6710,details,2
6709,compared,2
6708,jesse,2
6707,hard-working,2
6706,contribute,2
6705,convince,2
6704,"carolina!
#makeamericagreatagain",2
6703,construction,2
6702,building,2
6701,flynn,2
6700,stamina,2
6699,#throwbackthursday,2
6698,pressure,2
6697,stairway,2
6696,passion,2
6695,warned,2
6694,(or,2
6693,"""@abcpolitics:",2
6692,february,2
6691,doubt.,2
6690,going!,2
6689,drawing,2
6688,1st.,2
6687,incorrect,2
6686,ransom,2
6685,(-1),2
6684,anti-catholic,2
6683,11/8/16.,2
6682,outside.,2
6681,11/8/16-,2
6680,atlanta,2
6679,conclude,2
6678,agent,2
6677,absentee,2
6676,lawsuit,2
6675,"seen.""",2
6674,#caucusfortrump,2
6673,cruz?,2
6672,end.,2
6671,end!,2
6670,reid,2
6669,"2016""",2
6668,handle,2
6667,incident,2
6666,rough,2
6665,"mechanicsburg,",2
6664,proud!,2
6663,lou,2
6662,immunity?!,2
6661,wins!,2
6660,owner,2
6659,lines.,2
6658,scary,2
6657,wikileakes,2
6656,rigging,2
6655,raised/gave!,2
6654,november!,2
6653,perfect,2
6652,upstate,2
6651,tied,2
6650,gonzalo,2
6649,"victims,",2
6648,"nevada!
#trump2016",2
6647,mississippi!,2
6646,charity,2
6645,panicked,2
6644,"pueblo,",2
6643,delivering,2
6642,that?,2
6641,that!,2
6640,@eventbrite,2
6639,pledge,2
6638,@waynedupreeshow,2
6637,center!,2
6636,center-,2
6635,"center,",2
6634,send,2
6633,obama-clinton,2
6632,w/a,2
6631,"beginning,",2
6630,ryan.,2
6629,lost.,2
6628,uk,2
6627,u.,2
6626,fast!,2
6625,"youngstown,",2
6624,news-,2
6623,8th!,2
6622,bc,2
6621,abandon,2
6620,"pivot
❌russian",2
6619,endorses,2
6618,#newyorkvalues,2
6617,surprise.,2
6616,#bigleaguetruth…,2
6615,formal,2
6614,surprised,2
6613,"
❌libya
❌syria
❌iran
❌iraq
❌asia",2
6612,"clinton
#makeamericagreatagain",2
6611,picks,2
6610,failure,2
6609,"""@pauladuvall2:",2
6608,rules,2
6607,https://t.co/tey6bbcyxt,2
6606,childcare,2
6605,admire,2
6604,budget,2
6603,straight,2
6602,handling,2
6601,races,2
6600,fund,2
6599,acceptance,2
6598,understands,2
6597,community,2
6596,spirit!,2
6595,empowering,2
6594,politics.,2
6593,project,2
6592,preparing,2
6591,liars!,2
6590,wayne,2
6589,stevens,2
6588,writes,2
6587,repub,2
6586,reporter.,2
6585,relief,2
6584,"primaries,",2
6583,"first,",2
6582,carly,2
6581,remember!,2
6580,lose!,2
6579,laughable!,2
6578,w,2
6577,"bend,",2
6576,imagine,2
6575,(hillary,2
6574,belief,2
6573,execs,2
6572,'doesn't,2
6571,it?,2
6570,"""@markhalperin:",2
6569,truth.,2
6568,mexican,2
6567,"presidents,",2
6566,refuse,2
6565,"""never",2
6564,"connecticut!
#makeamericagreatagain",2
6563,11:00,2
6562,commander,2
6561,#teamtrump,2
6560,6,2
6559,watch:,2
6558,"rapids,",2
6557,islam.,2
6556,"islam,",2
6555,"campaign.""",2
6554,politicians!,2
6553,@realdonaldtrump:,2
6552,"mn,",2
6551,is.,2
6550,tx,2
6549,consider,2
6548,adam,2
6547,mass,2
6546,tickets:…,2
6545,@trumpdoral,2
6544,"a,",2
6543,terre,2
6542,congress,2
6541,az,2
6540,regimes,2
6539,politically,2
6538,"correct,",2
6537,hey,2
6536,apologize,2
6535,fundraising,2
6534,"scandal,",2
6533,#nvcaucus,2
6532,scandal!,2
6531,favorite,2
6530,victories,2
6529,@usarmy!,2
6528,prominently,2
6527,officers-,2
6526,"@megynkelly,",2
6525,fame,2
6524,s,2
6523,@loudobbs,2
6522,enjoy.,2
6521,7:30pm!,2
6520,"man,",2
6519,no-one,2
6518,"job""",2
6517,vision,2
6516,crazy!,2
6515,worried,2
6514,"usual,",2
6513,“the,2
6512,bright,2
6511,"not,",2
6510,"reset
❌benghazi…",2
6509,ways,2
6508,afternoon!,2
6507,knowingly,2
6506,remarks,2
6505,"afternoon,",2
6504,"time.""",2
6503,"law,",2
6502,obamacare!,2
6501,#trumppence16.,2
6500,i’ll,2
6499,"november,",2
6498,investigation,2
6497,sponsor,2
6496,pennsylvania-,2
6495,quit!,2
6494,released.,2
6493,connecticut!,2
6492,arriving,2
6491,records,2
6490,"year,",2
6489,right!,2
6488,dead.,2
6487,stupidity,2
6486,record:,2
6485,"record,",2
6484,sc,2
6483,complaining,2
6482,data,2
6481,awesome,2
6480,following,2
6479,values,2
6478,believes,2
6477,afford,2
6476,loving,2
6475,syrians,2
6474,opposed,2
6473,podesta’s,2
6472,reclaim,2
6471,accomplished,2
6470,funded,2
6469,funeral,2
6468,falling,2
6467,@gop,2
6466,tear,2
6465,easy!,2
6464,push,2
6463,bernie's,2
6462,professional,2
6461,proves,2
6460,"sources,",2
6459,"statement,",2
6458,statement.,2
6457,presidential.,2
6456,#flashbackfriday,2
6455,citizens,2
6454,res,2
6453,enemies,2
6452,easy,2
6451,w.h.,2
6450,#gop,2
6449,"york!
#makeamericagreatagain",2
6448,vigilant.,2
6447,#trumpwon,2
6446,#crookedhillary's,2
6445,played,2
6444,employ,2
6443,angry.,2
6442,child,2
6441,7pm-,2
6440,#deplorables,2
6439,carbon,2
6438,extend,2
6437,"""@gene70:",2
6436,lots,2
6435,hampshire.,2
6434,"louis,",2
6433,them?,2
6432,lies!,2
6431,rick,2
6430,eliminated,2
6429,nominated,2
6428,"too.""",2
6427,gov.kasich,2
6426,@gma,2
6425,camp,2
6424,dummy,2
6423,long.,2
6422,reporting.,2
6421,scarborough,2
6420,was.,2
6419,#debate…,2
6418,nation.,2
6417,"her,",2
6416,trillion,2
6415,tricks.,2
6414,refugees.,2
6413,10pme.,2
6412,senator.,2
6411,scalia,2
6410,feedback,2
6409,senators,2
6408,keeps,2
6407,effective,2
6406,again!…,2
6405,"#trump2016
video:",2
6404,happening!,2
6403,organized,2
6402,locker,2
6401,"graham,",2
6400,hold,2
6399,hurt,2
6398,mired,2
6397,@marthamaccallum,2
6396,therefore,2
6395,cheating,2
6394,#alwaystrump,2
6393,positions!,2
6392,positions.,2
6391,i'd,2
6390,report.,2
6389,captain,2
6388,"""short",2
6387,elections,2
6386,(except,2
6385,candidates!,2
6384,foundation’s,2
6383,"trump!""",2
6382,600-700,1
6381,https://t.co/km0rrysdno,1
6380,"""excellent""",1
6379,"abdeslam,",1
6378,republicans!,1
6377,@tonyschwartz,1
6376,‘clinton,1
6375,"election.""",1
6374,"38k""",1
6373,@dallaspd!,1
6372,"primary,",1
6371,long-time,1
6370,primary!,1
6369,branch,1
6368,primary?,1
6367,"
https://t.co/fnmplxpkff",1
6366,https://t.co/cbpgl6wyny,1
6365,https://t.co/rzew8pqhds,1
6364,"women’s,",1
6363,h…,1
6362,non-existent,1
6361,unfolding,1
6360,app!,1
6359,cake,1
6358,rickets,1
6357,distract,1
6356,creats,1
6355,"va,",1
6354,"#maga
https://t.co/3kwol2ibaw",1
6353,"#americafirst
https://t.co/g1mulrjhw9",1
6352,support-i,1
6351,nyt's,1
6350,(won't),1
6349,"#trump2016
https://t.co/vxjtsivvuu",1
6348,"u.s.a,",1
6347,@google,1
6346,https://t.co/vmf1epjp4r,1
6345,star!,1
6344,fast-,1
6343,intention,1
6342,floods.,1
6341,#mo,1
6340,significantly,1
6339,fast.,1
6338,"#trump2016
#newyorkvalues",1
6337,promise,1
6336,fundraiser,1
6335,"clear!
#bigleaguetruth",1
6334,https://t.co/buj1yfkjvm,1
6333,https://t.co/vmczxrryg8,1
6332,alex!,1
6331,mine!,1
6330,ridiculous?,1
6329,herself!,1
6328,mine),1
6327,march=&gt;,1
6326,d.c.),1
6325,urged,1
6324,column,1
6323,extension,1
6322,carried,1
6321,https://t.co/n8fshwyt2g,1
6320,􏰀,1
6319,27.8,1
6318,"weeks,",1
6317,"#trump2016
https://t.co/jgmod5gr5z",1
6316,https://t.co/tunqepu8vk,1
6315,https://t.co/rhprmcsgt6,1
6314,pacs.,1
6313,"620,000",1
6312,https://t.co/6fkwdpi0oj,1
6311,employment,1
6310,‘no,1
6309,recieved.,1
6308,"past,",1
6307,12/1.,1
6306,platforms,1
6305,past),1
6304,elko,1
6303,"""@sara_wejesa:",1
6302,2016.we,1
6301,tumble,1
6300,politicians?,1
6299,https://t.co/f7p4s6oazn,1
6298,"""@elsolarverde:",1
6297,"future
https://t.co/xymia0az7x",1
6296,loses,1
6295,loser,1
6294,'friend,1
6293,#caprimary,1
6292,https://t.co/uvbgpxzico,1
6291,earthquake.,1
6290,cpac,1
6289,'16,1
6288,kellogg,1
6287,"
https://t.co/2llbltf0me",1
6286,who's,1
6285,heroes!,1
6284,earthquakes,1
6283,"
https://t.co/42opvsjxjp",1
6282,https://t.co/lbxxyuzaco,1
6281,https://t.co/b51r30mazd,1
6280,#tbt,1
6279,"https://t.co/zcft90hgex""",1
6278,sky,1
6277,here’s,1
6276,‘terrified’,1
6275,rapid,1
6274,@kellyannepolls,1
6273,cnn-being,1
6272,rocked,1
6271,https://t.co/pbt7gdaw7y,1
6270,horrific.,1
6269,"
https://t.co/97r0cqdngi",1
6268,heavily,1
6267,cried,1
6266,excessive,1
6265,https://t.co/zctpsajpvc,1
6264,"bribery""",1
6263,oregon!,1
6262,article.,1
6261,get?,1
6260,oregon.,1
6259,#ca4trump!,1
6258,https://t.co/wvtkl8mmhy,1
6257,collar,1
6256,"#trump2016
https://t.co/1cj7ofbqiz",1
6255,disrupter”,1
6254,student,1
6253,"#teamusa
#openingceremony",1
6252,"
https://t.co/8beeqpsuyd",1
6251,"me!
https://t.co/jco7za78tv",1
6250,audience.,1
6249,#veterans,1
6248,audience',1
6247,difficult,1
6246,honolulu.,1
6245,11/8/2016-,1
6244,https://t.co/dkbtp1qjh3,1
6243,cross,1
6242,https://t.co/hqx8mryajr,1
6241,apart.,1
6240,https://t.co/szyz8gkf23,1
6239,"senators,",1
6238,https://t.co/zvxrscclfd,1
6237,"""@maryeh428:",1
6236,"
https://t.co/xdgkaj0ico",1
6235,"tomorrow!
springfield-1pm:
https://t.co/ycbpsigtva

toledo-4pm:
https://t.co/bojh0l1czz

geneva-7pm…",1
6234,"rome,",1
6233,"""governors""",1
6232,https://t.co/v8vlxdd0fo,1
6231,"https://t.co/hre7fofpxq

naples,",1
6230,respond.,1
6229,"https://t.co/6umglyjwht""",1
6228,choices,1
6227,https://t.co/hxwak3iypk,1
6226,abandoned,1
6225,respond?,1
6224,"scrutiny:
https://t.co/wpym5vqoyt",1
6223,"#votetrumpma
https://t.co/mnbdupreeh",1
6222,@vogelsong1,1
6221,interrupts,1
6220,vote…,1
6219,mika,1
6218,"texas!
#makeamericagreatagain",1
6217,rich-,1
6216,naples,1
6215,739,1
6214,"""i'm",1
6213,https://t.co/tk6mkzpfbl,1
6212,"73,",1
6211,lie-crazy!,1
6210,"@mike_pence!
lets",1
6209,"11,000",1
6208,choice!,1
6207,"""@gricecindy:",1
6206,"in!
#debatenight",1
6205,polled.,1
6204,https://t.co/pe1jdqzysc,1
6203,https://t.co/w4z2ew5ay4,1
6202,up...,1
6201,@chuckgrassley!,1
6200,https://t.co/batamur1fd,1
6199,"good!!""",1
6198,"
#gopdebate",1
6197,lifeboat,1
6196,"eyes,",1
6195,selfishly,1
6194,https://t.co/aegyodb37o,1
6193,ideas.,1
6192,weren’t,1
6191,chicago.,1
6190,me:…,1
6189,ethic,1
6188,limit,1
6187,https://t.co/s8gq6cibhc,1
6186,"""@margee11:",1
6185,"hence,",1
6184,telepromter!,1
6183,years....where,1
6182,stance”,1
6181,dlg,1
6180,closes,1
6179,"""@cam:",1
6178,unity!,1
6177,"strength,",1
6176,"""establishment"".",1
6175,mentor':,1
6174,https://t.co/fexthmuwuo,1
6173,knowing,1
6172,deceived,1
6171,ready!!!,1
6170,11am,1
6169,candidate?,1
6168,@foxnewspolitics,1
6167,policy.,1
6166,"relevant!""",1
6165,https://t.co/02nmqn3znq,1
6164,"
#repealobamacare",1
6163,"candidate,",1
6162,"""@nathandwilsonfl:",1
6161,va.,1
6160,"chance,",1
6159,circumstances.,1
6158,chance.,1
6157,agree:,1
6156,"montana
https://t.co/atvrcgjfde",1
6155,"""@gracefulme3:",1
6154,b…,1
6153,"
https://t.co/gusl2uprx2",1
6152,manhattan.,1
6151,"belt""",1
6150,https://t.co/4iw06rovst,1
6149,"many,",1
6148,gouging,1
6147,"$13m,",1
6146,q2,1
6145,@joshrogin:,1
6144,$9trillion,1
6143,"""@mutual408grace:",1
6142,brussels.,1
6141,fear,1
6140,"7%
via",1
6139,(ice),1
6138,ways!,1
6137,agreed,1
6136,"word,",1
6135,"law!
#debates2016",1
6134,https://t.co/iym3ccws2z,1
6133,"""@wesleyfelixpsi:",1
6132,"#imwithyou
https://t.co/vvhzsdcbla",1
6131,@chriscjackson,1
6130,europe.,1
6129,"europe,",1
6128,https://t.co/0yxq4sfslo,1
6127,"terrorists:
https://t.co/lm80jrif9k",1
6126,https://t.co/sqe12d0mbj,1
6125,means…,1
6124,refreshing,1
6123,deny,1
6122,https://t.co/zpv33tfbr6,1
6121,hu,1
6120,@donaldjtrump45,1
6119,"""@setfire2flames:",1
6118,cracking,1
6117,https://t.co/coxej1in8d,1
6116,"#isis.
https://t.co/ociidwtptv",1
6115,https://t.co/tqej1eulvl,1
6114,eldest,1
6113,https://t.co/6gpjhb29xk,1
6112,10:10pm.,1
6111,"#makeamericasafeagain""",1
6110,u.s.a.,1
6109,@brazielcarol,1
6108,goat-fired,1
6107,"francis,",1
6106,inform,1
6105,russians,1
6104,robot,1
6103,clip,1
6102,"8:30pme!
https://t.co/zqjmf4yb87",1
6101,laughingstock,1
6100,unaccountable,1
6099,"""may",1
6098,speak!,1
6097,@washtimes.,1
6096,https://t.co/xv7eie7a2l,1
6095,jinx,1
6094,"
https://t.co/bsup4msysd",1
6093,speak.,1
6092,(8:30,1
6091,@apalmerdc:,1
6090,https://t.co/bkruyyhfma,1
6089,https://t.co/pwjlw1qbko,1
6088,misrepresents!,1
6087,"phony.""",1
6086,@stockdaleism,1
6085,"#trumppence16
https://t.co/ymdh3fcaew",1
6084,"""@itsblakec:",1
6083,misinformed,1
6082,"
https://t.co/i0zjo2szkk",1
6081,https://t.co/biyldp3ciw,1
6080,"behind,",1
6079,rasmussen,1
6078,"https://t.co/zv5ehm6nkr""",1
6077,"""@jnelson52722:",1
6076,kelly.,1
6075,caucus!https://t.co/sdqgghkyji,1
6074,stronger!,1
6073,"""@cmichaeld2004:",1
6072,"kelly""",1
6071,https://t.co/e5bdtiwlur,1
6070,sickness!,1
6069,walls?,1
6068,https://t.co/iy4k7wcw3c,1
6067,support?,1
6066,"""hell",1
6065,?are,1
6064,victimize,1
6063,"support,",1
6062,support-,1
6061,"
#americafirst…",1
6060,https://t.co/d7kpxlqpwu,1
6059,https://t.co/5gdeluabxg,1
6058,"2pm
https://t.co/8vbvjyda4f

colorado",1
6057,fun,1
6056,lt.,1
6055,"phrase,",1
6054,classifie…,1
6053,"
https://t.co/bkvbzvsj12",1
6052,chaos,1
6051,https://t.co/h6d25s1tr5,1
6050,2/8!,1
6049,https://t.co/gobsnwughp,1
6048,phrase:,1
6047,https://t.co/aysjrmzvkw,1
6046,https://t.co/fyoro6mujx,1
6045,@quinnipiacpoll.,1
6044,flunky,1
6043,8!,1
6042,8.,1
6041,cry,1
6040,https://t.co/uds8odh3a4,1
6039,erratic,1
6038,https://t.co/39fcnuf8pb,1
6037,nfl,1
6036,@kisster1,1
6035,admonished,1
6034,@richardweaving,1
6033,#bigleagu…,1
6032,https://t.co/yglual7gzx,1
6031,"""@redneckgp:",1
6030,'amnesty',1
6029,https://t.co/wpjjmpyjlk,1
6028,@jonkarl:,1
6027,huntsville/madison,1
6026,(thank,1
6025,"12%
rubio",1
6024,classified.,1
6023,"it
https://t.co/zw4o1djgfb",1
6022,"happened,",1
6021,world),1
6020,https://t.co/mmew2qstqh,1
6019,"bill""",1
6018,"""@malski1954:",1
6017,"powerful""",1
6016,"""@halodad22:",1
6015,"""@greenskydeb:",1
6014,flunky!,1
6013,139,1
6012,"making""",1
6011,"flunky,",1
6010,equally,1
6009,—donald,1
6008,@parisdennard,1
6007,ohio-thank,1
6006,elie,1
6005,unstoppable....he,1
6004,https://t.co/okc8xajvnz,1
6003,https://t.co/abqgysdcyt,1
6002,"#supertuesday
✅florida
✅illinois
✅missouri
✅north",1
6001,honestly,1
6000,interrupted,1
5999,"enjoy!
#makeamericagreatagain",1
5998,tennessee.,1
5997,#media,1
5996,"""@lucyric13835428:",1
5995,taco,1
5994,question.”,1
5993,perjury,1
5992,https://t.co/esdieftwgs,1
5991,journal:,1
5990,attend,1
5989,"kinston,",1
5988,"
#newyorkvalues",1
5987,sweat,1
5986,"veterans.""",1
5985,banned,1
5984,panic,1
5983,struggled,1
5982,"perdue!
https://t.co/d0dcuz20jf",1
5981,ploy.),1
5980,six,1
5979,7yr,1
5978,https://t.co/lt2l3nkzyi,1
5977,puppet.,1
5976,enrique,1
5975,lobbyists-special,1
5974,"
https://t.co/xdphvczf1g",1
5973,puppet!,1
5972,"network,",1
5971,0.0,1
5970,https://t.co/rcnzzttk4c,1
5969,"appleton,",1
5968,proof,1
5967,https://t.co/ql9rjb7osd,1
5966,https://t.co/hx2lrys4vq,1
5965,https://t.co/6kdprqxsed,1
5964,https://t.co/q8ezu9yi6w,1
5963,"https://t.co/zzl2sc29dn""",1
5962,"us,",1
5961,us-,1
5960,univ.,1
5959,cruz:,1
5958,messenger!,1
5957,"80%
clinton:",1
5956,https://t.co/dalk9jkcfg,1
5955,"@chrischristie!
#makeamericagreatagain",1
5954,65%.,1
5953,hard.,1
5952,dysfunctional,1
5951,"https://t.co/5uebphqdg9""",1
5950,#utahprimary,1
5949,"20%
join",1
5948,"
https://t.co/6eeoaacinv",1
5947,stream,1
5946,usc,1
5945,1pme!,1
5944,"endlessly,",1
5943,unhappy,1
5942,app,1
5941,"movement!
#trump2016",1
5940,u.k.,1
5939,"2:30pm
https://t.co/kv624y9uom",1
5938,"
https://t.co/sb1ag1eb27",1
5937,"order.""",1
5936,#bigleag…,1
5935,trans,1
5934,"suboptimal.""
https://t.co/prchvrtpva",1
5933,https://t.co/tj6pwm5r1j,1
5932,fold.,1
5931,https://t.co/tkzbhg7wyd?ssr=true,1
5930,https://t.co/fuwhykhhnk,1
5929,wonderful!,1
5928,maker.,1
5927,"
https://t.co/exsouosep4",1
5926,https://t.co/05sjurjfbf,1
5925,capital,1
5924,"
https://t.co/epfsjckckq",1
5923,waiting,1
5922,"is.""",1
5921,concessions,1
5920,"61%
clinton",1
5919,tragedy.,1
5918,sealed..,1
5917,https://t.co/utsiivqpkt,1
5916,@morg25016893,1
5915,traveling,1
5914,@msnbc.,1
5913,"amnesty,",1
5912,"presidency.""",1
5911,an…,1
5910,"won),",1
5909,goodies,1
5908,you'd,1
5907,‘islamist,1
5906,"""spin""",1
5905,relives,1
5904,leave.,1
5903,phoenix,1
5902,dealt,1
5901,https://t.co/tzhtny48nq,1
5900,mr.trump!,1
5899,targeting,1
5898,"@laraleatrump,",1
5897,britain.,1
5896,"#votetrumpsc
https://t.co/wg4rgo0pnm",1
5895,jim!,1
5894,hook!,1
5893,"father.""",1
5892,@hillaryclinton:,1
5891,readout,1
5890,mainstream,1
5889,confirmation,1
5888,"@cynthialummis!
https://t.co/4s4pnx4q6r",1
5887,sniper,1
5886,#votetrumpid!,1
5885,deal?,1
5884,"""delegate",1
5883,#arizona:,1
5882,deal-,1
5881,https://t.co/whtwtncxxq,1
5880,uphold,1
5879,"work;""",1
5878,crisis!the,1
5877,https://t.co/pwffhyzse6,1
5876,responders.,1
5875,gang,1
5874,votes!,1
5873,"
https://t.co/bmzykqozjj",1
5872,"anderson,",1
5871,entertaining&amp;massively,1
5870,"filled,",1
5869,independent.,1
5868,https://t.co/lbfhowrqox,1
5867,evil!,1
5866,evil.,1
5865,disappoint!,1
5864,"back,",1
5863,https://t.co/5tn2wvnr7j,1
5862,charged?,1
5861,blah.,1
5860,meaning,1
5859,helping,1
5858,"#votetrump
https://t.co/nmqekxccv6",1
5857,"
https://t.co/twqm8av9p4",1
5856,audited.,1
5855,#enjoy!,1
5854,"""@xgodfatherxzx:",1
5853,"""dealing",1
5852,davenport-,1
5851,income,1
5850,department.,1
5849,#robotrubio,1
5848,119,1
5847,evils,1
5846,department:,1
5845,"cadillac,",1
5844,department?,1
5843,undertones,1
5842,samsung.,1
5841,v,1
5840,philadelphia.,1
5839,"row,",1
5838,https://t.co/v9gltwj6gy,1
5837,highlight,1
5836,https://t.co/jqxi7qoxey,1
5835,"6pm
https:/…",1
5834,par,1
5833,"

https://t.co/r…",1
5832,demeanor,1
5831,patriot,1
5830,(slaughter),1
5829,junior,1
5828,"gave,",1
5827,"""@realbill2016:",1
5826,john.,1
5825,"reform:
https://t.co/xb7rmwesmk",1
5824,#frozen,1
5823,@regentu,1
5822,"ad!
https://t.co/aovvszfaw3",1
5821,usa!,1
5820,@davidwohl,1
5819,wonderfully,1
5818,world..cont:,1
5817,#brexit,1
5816,groups’,1
5815,"post!
https://t.co/0nnkebsd73",1
5814,pundit,1
5813,washington's,1
5812,sports,1
5811,@nbcpolitics,1
5810,sway.,1
5809,"girlfriend,",1
5808,https://t.co/dgqky0jiho,1
5807,mommy,1
5806,credible,1
5805,podesta,1
5804,range,1
5803,"you.""",1
5802,instincts.,1
5801,firing,1
5800,-president,1
5799,https://t.co/odlvzg7mlk,1
5798,russell,1
5797,"him!""",1
5796,(zero),1
5795,@jis3,1
5794,percentile,1
5793,firebombed,1
5792,https://t.co/wsgsf5nv6h,1
5791,https://t.co/scdxt24dye,1
5790,prob,1
5789,"donations'
#paytoplay",1
5788,"south.""",1
5787,pros,1
5786,https://t.co/myjmokdpj9,1
5785,rarely,1
5784,taxpayers,1
5783,"#trumppence16
https://t.co/4o4yjh7x4o",1
5782,tower!,1
5781,raised/gave,1
5780,illinois.,1
5779,couldn’t,1
5778,tower-,1
5777,"#voterregistrationday,",1
5776,"11,000,000,",1
5775,credit.https://t.co/srcf1h3rjg,1
5774,worker.,1
5773,yorker,1
5772,#debate-,1
5771,#neprimary,1
5770,establishment.,1
5769,question?,1
5768,"""@repmartindaniel:",1
5767,7:30.,1
5766,case!,1
5765,interests!,1
5764,case.,1
5763,@chezvachon,1
5762,advisers,1
5761,v.p.candidate,1
5760,"""@lallyray:",1
5759,"texan!""",1
5758,"awake,",1
5757,constitution.,1
5756,constitution!,1
5755,"insiders,",1
5754,adv.,1
5753,association!,1
5752,https://t.co/fmosfln8yq,1
5751,"""@birgitolsen1:",1
5750,halperin,1
5749,https://t.co/fsrugbyuud,1
5748,warren’s,1
5747,people:,1
5746,@billynungesser,1
5745,@mayorrgiuliani.,1
5744,"""@alextrent4:",1
5743,https://t.co/mzufp24bgh,1
5742,spoken.we,1
5741,@frankcaliendo,1
5740,@msnbc,1
5739,"mines,",1
5738,"
#colbert",1
5737,https://t.co/krcdv77bqp,1
5736,"https://t.co/jsuihpqpxx""",1
5735,current!,1
